repo_name,commit_num,commit,prev_true_snapshot_label,true_snapshot_label,prev_pred_snapshot_label,pred_snapshot_label,true_snapshot_transition,pred_snapshot_transition,true_snapshot_malicious,pred_snapshot_malicious,new_slice_count,new_true_malicious_count,new_pred_malicious_count,candidate_true_same_malicious,candidate_pred_same_malicious,new_slice_details
Spyware,12,c1f3c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Undetermined|P:Undetermined || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,13,ba54c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,0,0,1,1,NEW@<body>@Communication.py_slice.py|T:Undetermined|P:Undetermined
Spyware,14,63413,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,3,3,1,1,NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,15,4ff70,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,9,7,7,1,1,NEW@<body>@Communication.py_slice.py|T:Undetermined|P:Undetermined || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@executeShellCommand@Util.py_slice.py|T:Undetermined|P:Undetermined
Spyware,16,1d8cd,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,17,7c2d0,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,18,34e7a,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,3,3,3,1,1,NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,19,ce1f8,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,20,46db8,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,21,30e5c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,22,3700c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,23,5f55f,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,3,3,3,1,1,NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,24,93974,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,25,3b7d3,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,26,e91fb,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,27,2498b,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,8,8,8,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,28,9edb2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,29,8e66b,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,7,7,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,30,318c9,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,31,e87c6,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,32,e5c24,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,4,4,1,1,NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,33,99ba2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,34,5d92e,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,4,4,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,35,a240a,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,4,4,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,36,3075f,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,4,4,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,37,bfadb,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,38,d1598,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,39,d6c88,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,40,dcccc,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,7,7,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@gui_Controller.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,41,10f46,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,42,1e7ec,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@WindowTracker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,43,a444e,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@gui_Controller.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Spyware,44,9650a,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,0,0,0,1,1,
Spyware,45,0b18d,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,4,1,1,1,1,NEW@<body>@Configuration.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@gui_FileExplorer.py_slice.py|T:Undetermined|P:Undetermined || NEW@DiscoverDirectory@gui_FileExplorer.py_slice.py|T:Undetermined|P:Undetermined || NEW@WriteToFile@gui_FileExplorer.py_slice.py|T:Benign|P:Benign
Spyware,46,5c8bd,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,4,4,1,1,NEW@<body>@Communication.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Malware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@gui_FileExplorer.py_slice.py|T:Undetermined|P:Undetermined || NEW@DiscoverDirectory@gui_FileExplorer.py_slice.py|T:Undetermined|P:Undetermined || NEW@WriteToFile@gui_FileExplorer.py_slice.py|T:Undetermined|P:Undetermined
TheWeirdVirus,1,da27e,Core Attack Chain,Core Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,1,0,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Full Attack Chain
TheWeirdVirus,2,71a89,Core Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Full Attack Chain->Core Attack Chain,1,1,1,1,1,1,0,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
TheWeirdVirus,3,eae2b,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
TheWeirdVirus,4,f71c7,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
TheWeirdVirus,5,e57d7,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
TheWeirdVirus,6,60016,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@VirusLoop.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
TheWeirdVirus,7,f4649,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,0,0,0,1,1,
Trojan,1,f1bbe,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@trojan.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Trojan,2,aa1f3,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@trojan.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Virus-Python,2,47c8f,Core Attack Chain,Core Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Full Attack Chain,1,1,2,2,2,1,0,NEW@<module>@gimme_money.py_slice.py|T:Core Attack Chain|P:Full Attack Chain || NEW@<module>@unlocker.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus-Python,3,d52ac,Core Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Full Attack Chain->Core Attack Chain,1,1,1,1,1,1,0,NEW@<module>@gimme_money.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus-Python,6,a27ae,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,1,1,1,1,NEW@<module>@gimme_money.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@unlocker.py_slice.py|T:Benign|P:Benign
Virus000,1,94bf5,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<body>@aTTacKer.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@aTTacKer.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus000,2,e7558,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<body>@aTTacKer.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@aTTacKer.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@viCtim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus000,3,ec220,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<body>@aTTacKer.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@aTTacKer.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@viCtim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus000,4,0fea8,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@aTTacKer.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@viCtim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus000,5,26784,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<body>@aTTacKer.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@viCtim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Virus000,6,29176,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<body>@viCtim.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Wormy,2,1f19d,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@wormy.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Wormy,3,0379f,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@wormy.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Wormy,4,0a648,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@wormy.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware,1,164d2,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@lib_en_decrypt.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware,2,ae168,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,6,5,5,1,1,NEW@<body>@lib_mysmb.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@lib_en_decrypt.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@lib_eternal_checker.py_slice.py|T:Benign|P:Benign || NEW@<module>@lib_system_manager.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@lib_zzz_exploit.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware_malware,1,edfec,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
