repo_name,commit_num,commit,code_slice,ground_truth,prediction
ECommerceCrawlers,7,86c7d,<module>@OthertCrawler_0x03alitask_alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@OthertCrawler_0x06douban_music_0x06douban_music.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,NEW@<body>@SohuNewCrawler_run_main.py_slice.py,Benign,Benign
ECommerceCrawlers,7,86c7d,NEW@<body>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,Benign,Benign
ECommerceCrawlers,7,86c7d,<body>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,NEW@<module>@SohuNewCrawler_run_main.py_slice.py,Benign,Benign
ECommerceCrawlers,7,86c7d,<module>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,NEW@<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,Undetermined,Undetermined
ECommerceCrawlers,7,86c7d,<module>@DianpingCrawler_clear_data.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@OthertCrawler_0x03alitask_0x03alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@cnblog_cnblog_pipelines.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<module>@SohuNewCrawler_souhu_parse_html.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,<body>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,7,86c7d,NEW@<body>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,Benign,Benign
ECommerceCrawlers,7,86c7d,NEW@<body>@SohuNewCrawler_TK_News.py_slice.py,Benign,Benign
ECommerceCrawlers,8,6f22e,<module>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,NEW@<body>@TaobaoCrawler_TK_crawler.py_slice.py,Benign,Benign
ECommerceCrawlers,8,6f22e,<module>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,NEW@<body>@DianpingCrawler_dazhong.py_slice.py,Benign,Benign
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@SohuNewCrawler_export_article.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@DianpingCrawler_demo.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x02douban_0x02douban.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,NEW@<body>@OthertCrawler_0x11zzc_export_title.py_slice.py,Benign,Benign
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x03alitask_alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x06douban_music_0x06douban_music.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,NEW@<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,Undetermined,Undetermined
ECommerceCrawlers,8,6f22e,<module>@DianpingCrawler_clear_data.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@OthertCrawler_0x03alitask_0x03alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@cnblog_cnblog_pipelines.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@SohuNewCrawler_export_article.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<module>@SohuNewCrawler_souhu_parse_html.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,<body>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,8,6f22e,NEW@<module>@DianpingCrawler_dazhong.py_slice.py,Benign,Benign
ECommerceCrawlers,8,6f22e,NEW@<body>@SohuNewCrawler_TK_News.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@TaobaoCrawler_TK_crawler.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<body>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<module>@ZhaopinCrawler_core_zhilian.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,NEW@<body>@DianpingCrawler_dazhong.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<module>@ZhaopinCrawler_core_boss.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<module>@ZhaopinCrawler_core_QCWY.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,NEW@<body>@ZhaopinCrawler_core_zhilian.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@DianpingCrawler_demo.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x02douban_0x02douban.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@OthertCrawler_0x11zzc_export_title.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@ZhaopinCrawler_core_boss.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x03alitask_alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x06douban_music_0x06douban_music.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@SohuNewCrawler_run_main.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,NEW@<body>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,Undetermined,Undetermined
ECommerceCrawlers,9,e5584,<module>@DianpingCrawler_clear_data.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@OthertCrawler_0x03alitask_0x03alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@cnblog_cnblog_pipelines.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@DianpingCrawler_dazhong.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@SohuNewCrawler_export_article.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<module>@ZhaopinCrawler_findjob.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<body>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<body>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,<module>@SohuNewCrawler_souhu_parse_html.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@ZhaopinCrawler_core_QCWY.py_slice.py,Benign,Benign
ECommerceCrawlers,9,e5584,<body>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,9,e5584,NEW@<body>@SohuNewCrawler_TK_News.py_slice.py,Undetermined,Undetermined
ECommerceCrawlers,10,931b6,<body>@ZhaopinCrawler_core_boss.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,NEW@<body>@TaobaoCrawler_TK_crawler.py_slice.py,Benign,Benign
ECommerceCrawlers,10,931b6,<module>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x11zzc_export_title.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@ZhaopinCrawler_core_zhilian.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@DianpingCrawler_dazhong.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@DianpingCrawler_demo.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@ZhaopinCrawler_core_zhilian.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x02douban_0x02douban.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@ZhaopinCrawler_core_boss.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x03alitask_alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x06douban_music_0x06douban_music.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@ZhaopinCrawler_core_QCWY.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,NEW@<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,Undetermined,Undetermined
ECommerceCrawlers,10,931b6,<module>@DianpingCrawler_clear_data.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@OthertCrawler_0x03alitask_0x03alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@cnblog_cnblog_pipelines.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@DianpingCrawler_dazhong.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@SohuNewCrawler_export_article.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@XianyuCrawler_asyxianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,NEW@<module>@ZhaopinCrawler_findjob.py_slice.py,Benign,Benign
ECommerceCrawlers,10,931b6,<body>@SohuNewCrawler_TK_News.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<module>@SohuNewCrawler_souhu_parse_html.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,<body>@XianyuCrawler_xianyu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,10,931b6,NEW@<body>@SohuNewCrawler_TK_News.py_slice.py,Benign,Benign
ECommerceCrawlers,10,931b6,<body>@ZhaopinCrawler_core_QCWY.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@ZhaopinCrawler_core_boss.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@SohuNewCrawler_run_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,NEW@<body>@TaobaoCrawler_TK_crawler.py_slice.py,Benign,Benign
ECommerceCrawlers,11,d0377,<module>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,NEW@<body>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,Benign,Benign
ECommerceCrawlers,11,d0377,<body>@TaobaoCrawler_listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,NEW@<body>@DianpingCrawler_dazhong.py_slice.py,Benign,Benign
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@ZhaopinCrawler_core_zhilian.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@TaobaoCrawler_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@DianpingCrawler_demo.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@ZhaopinCrawler_core_zhilian.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@OthertCrawler_Demo_DemoSpider.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x04baotu_baotu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x02douban_0x02douban.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,NEW@<body>@OthertCrawler_0x11zzc_export_title.py_slice.py,Benign,Benign
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@SohuNewCrawler_souhu_souhu_new.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<body>@TaobaoCrawler_simil_crawler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@ZhaopinCrawler_core_boss.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x03alitask_alitask.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ECommerceCrawlers,11,d0377,<module>@OthertCrawler_0x06douban_music_0x06douban_music.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
