repo_name,commit_num,commit,code_slice,classification,result_two_steps,reasoning,commit_actual_malicious,commit_pred_malicious
KMike,26,36360,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,26,36360,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,26,36360,<module>@ransomware_core_utils_file_ops.py_slice.py,Undetermined,Undetermined,,False,True
KMike,26,36360,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,26,36360,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,26,36360,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,26,36360,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,26,36360,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,26,36360,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,26,36360,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,26,36360,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,27,9873a,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,27,9873a,NEW@initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,27,9873a,NEW@<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,NEW@<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,NEW@<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,NEW@<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,27,9873a,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,27,9873a,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,27,9873a,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,<module>@ransomware_core_utils_file_ops.py_slice.py,Undetermined,Undetermined,,False,True
KMike,27,9873a,NEW@<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,NEW@<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,27,9873a,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,28,ef755,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,NEW@initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,28,ef755,NEW@<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,NEW@<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,NEW@<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,NEW@<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,28,ef755,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,28,ef755,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,28,ef755,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,<module>@ransomware_core_utils_file_ops.py_slice.py,Undetermined,Undetermined,,False,True
KMike,28,ef755,NEW@<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,28,ef755,NEW@<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,28,ef755,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,29,658cc,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,29,658cc,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,29,658cc,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,29,658cc,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,29,658cc,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,29,658cc,NEW@<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,29,658cc,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,29,658cc,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,30,6201f,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,30,6201f,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,30,6201f,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,30,6201f,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,30,6201f,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,30,6201f,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,30,6201f,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,31,3a48f,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,31,3a48f,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,31,3a48f,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,31,3a48f,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,31,3a48f,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,31,3a48f,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,31,3a48f,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,32,8ed32,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,32,8ed32,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,32,8ed32,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,32,8ed32,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,32,8ed32,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,32,8ed32,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,32,8ed32,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,33,55750,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,33,55750,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,33,55750,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,33,55750,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,33,55750,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,33,55750,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,33,55750,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,34,3f8b3,NEW@<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,NEW@<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,34,3f8b3,NEW@<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,34,3f8b3,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,35,a7ccd,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,35,a7ccd,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,35,a7ccd,<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,35,a7ccd,NEW@<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,35,a7ccd,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,35,a7ccd,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,36,602d0,NEW@initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,36,602d0,NEW@<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,NEW@<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,36,602d0,NEW@<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,36,602d0,NEW@<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,36,602d0,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,37,a6b60,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,37,a6b60,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,37,a6b60,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,37,a6b60,<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,37,a6b60,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,37,a6b60,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,37,a6b60,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,37,a6b60,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,38,ad463,NEW@initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,38,ad463,NEW@<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,NEW@<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,38,ad463,NEW@<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,server error,False,True
KMike,38,ad463,NEW@<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,38,ad463,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,39,3af22,initialise@c_and_c_server_server.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,39,3af22,<module>@c_and_c_server_utils.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,39,3af22,<module>@ransomware_core_utils_statistics.py_slice.py,Benign,Benign,,False,True
KMike,39,3af22,<module>@ransomware_core_comms_bitcoin_address.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@helper_scripts_master_key_pair_gen.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@ransomware_core_utils_file_ops.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@ransomware_core_comms_cnc_generator.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<body>@ransomware_core_crypto_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,39,3af22,<module>@ransomware_core_decrypt_files.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KMike,39,3af22,<module>@c_and_c_server_payment.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@c_and_c_server_server.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,Undetermined,Undetermined,,False,True
KMike,39,3af22,<module>@c_and_c_server_db.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<module>@ransomware_core_comms_decrypt.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KMike,39,3af22,<body>@c_and_c_server_asymmetric_encryption.py_slice.py,Core Attack Chain,Full Attack Chain,,False,True
KeySpy,9,f1f6c,NEW@<module>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,NEW@<body>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Full Attack Chain,no network,False,True
KeySpy,9,f1f6c,NEW@<module>@scripts_install_dependencies.py_slice.py,Benign,Benign,,False,True
KeySpy,9,f1f6c,<body>@core_data_handler.py_slice.py,Benign,Benign,,False,True
KeySpy,9,f1f6c,<body>@core_logger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,<body>@core_alert_manager.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,<module>@config_secret_key_generator.py_slice.py,Benign,Benign,,False,True
KeySpy,9,f1f6c,NEW@<module>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,NEW@<body>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Full Attack Chain,no network,False,True
KeySpy,9,f1f6c,NEW@<body>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,<body>@core_persistence.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,9,f1f6c,NEW@<module>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,NEW@<module>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,NEW@<body>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Full Attack Chain,no network,False,True
KeySpy,11,8a2cb,<module>@scripts_install_dependencies.py_slice.py,Benign,Benign,,False,True
KeySpy,11,8a2cb,<body>@core_data_handler.py_slice.py,Benign,Benign,,False,True
KeySpy,11,8a2cb,NEW@<module>@scripts_run_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,<body>@core_logger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,<body>@core_alert_manager.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,<module>@config_secret_key_generator.py_slice.py,Benign,Benign,,False,True
KeySpy,11,8a2cb,NEW@<module>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,NEW@<body>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Full Attack Chain,no network,False,True
KeySpy,11,8a2cb,NEW@<body>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,<module>@scripts_setup_env.py_slice.py,Benign,Benign,,False,True
KeySpy,11,8a2cb,<body>@core_persistence.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,11,8a2cb,NEW@<module>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<module>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<body>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Full Attack Chain,no network,False,True
KeySpy,13,216b7,NEW@<body>@core_data_handler.py_slice.py,Benign,Benign,,False,True
KeySpy,13,216b7,NEW@<module>@scripts_test_logging.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,<module>@scripts_install_dependencies.py_slice.py,Benign,Benign,,False,True
KeySpy,13,216b7,NEW@<module>@scripts_run_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,<body>@core_alert_manager.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<module>@scripts_monitor_keylogger.py_slice.py,Undetermined,Undetermined,,False,True
KeySpy,13,216b7,NEW@<body>@core_logger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,<module>@config_secret_key_generator.py_slice.py,Benign,Benign,,False,True
KeySpy,13,216b7,NEW@<module>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<body>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<body>@platform_mac_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,<module>@scripts_setup_env.py_slice.py,Benign,Benign,,False,True
KeySpy,13,216b7,<body>@core_persistence.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,13,216b7,NEW@<module>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,14,933b5,<module>@scripts_test_logging.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,14,933b5,NEW@<module>@platform_linux_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
KeySpy,14,933b5,NEW@<body>@platform_windows_keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,,False,True
