repo_name,commit_num,commit,code_slice,classification,result_two_steps
shameleon,4,0aec7,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,<body>@shameleon_client_providers_dummy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,5,5ddd3,NEW@<body>@shameleon_client_providers_dummy.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,5,5ddd3,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,5,5ddd3,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,5,5ddd3,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,6,464c1,<body>@shameleon_client_providers_dummy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,6,464c1,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,6,464c1,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,6,464c1,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,7,6486f,<body>@shameleon_client_providers_dummy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,7,6486f,<body>@shameleon_client_providers_loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,8,0bb1e,<body>@shameleon_client_providers_dummy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,8,0bb1e,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,8,0bb1e,<body>@shameleon_client_providers_loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,9,2e87b,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,9,2e87b,NEW@<body>@shameleon_client_modules_shell.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,9,2e87b,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,9,2e87b,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,9,2e87b,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,9,2e87b,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,9,2e87b,NEW@<body>@shameleon_client_providers_dummy.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,9,2e87b,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,9,2e87b,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,9,2e87b,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,10,0a26f,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,10,0a26f,NEW@<body>@shameleon_client_providers_dummy.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,10,0a26f,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,10,0a26f,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,10,0a26f,NEW@<body>@shameleon_client_server.py_slice.py,Core Attack Chain,Core Attack Chain
simple-virus-python,1,a8fd6,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
simple-virus-python,2,e0242,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
simple-virus-python,3,e5966,NEW@<module>@search.py_slice.py,Benign,Benign
simple-virus-python,4,cfe47,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,5,e005a,NEW@<module>@search.py_slice.py,Benign,Benign
simple-virus-python,6,25f3d,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,6,25f3d,<module>@search.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,7,96bdc,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,7,96bdc,NEW@<module>@search.py_slice.py,Benign,Benign
simple-virus-python,8,57022,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,9,7008e,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,9,7008e,NEW@<module>@search.py_slice.py,Benign,Benign
simple-virus-python,10,3c1c7,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,10,3c1c7,<module>@search.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,11,bb9b9,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,11,bb9b9,<module>@search.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,12,43792,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,12,43792,NEW@infect@virus.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
simple-virus-python,12,43792,NEW@<module>@search.py_slice.py,Benign,Benign
simple-virus-python,13,09236,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
simple-virus-python,13,09236,infect@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,0,2ee4e,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,0,2ee4e,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,0,2ee4e,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,0,2ee4e,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined
Spyware,0,2ee4e,NEW@<body>@Screenshot.py_slice.py,Undetermined,Undetermined
Spyware,0,2ee4e,NEW@<body>@FileHandler.py_slice.py,Undetermined,Undetermined
Spyware,1,84840,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,1,84840,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,1,84840,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,1,84840,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,1,84840,<body>@FileHandler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,1,84840,<module>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,1,84840,<body>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,1,84840,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,<module>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,2,7952d,<body>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,2,7952d,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,2,7952d,NEW@<body>@FileHandler.py_slice.py,Benign,Benign
Spyware,3,53c4a,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,3,53c4a,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,3,53c4a,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,3,53c4a,<body>@FileHandler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,3,53c4a,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,3,53c4a,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined
Spyware,3,53c4a,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,3,53c4a,NEW@<body>@Screenshot.py_slice.py,Undetermined,Undetermined
Spyware,4,289d2,NEW@<module>@main.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,4,289d2,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,4,289d2,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,4,289d2,<body>@FileHandler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,4,289d2,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,4,289d2,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<module>@command_test.py_slice.py,Undetermined,Undetermined
Spyware,5,d5db4,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined
Spyware,5,d5db4,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<body>@Screenshot.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,5,d5db4,NEW@<body>@FileHandler.py_slice.py,Undetermined,Undetermined
Spyware,6,21e7f,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,6,21e7f,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,6,21e7f,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,6,21e7f,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,6,21e7f,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,6,21e7f,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,7,47253,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,7,47253,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,7,47253,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,7,47253,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,7,47253,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,7,47253,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,7,47253,NEW@<module>@FileHandler.py_slice.py,Undetermined,Undetermined
Spyware,8,3bac0,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,8,3bac0,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,8,3bac0,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,8,3bac0,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,8,3bac0,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,8,3bac0,<body>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,9,401eb,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,9,401eb,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined
Spyware,9,401eb,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,9,401eb,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,9,401eb,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,9,401eb,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,10,132bd,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,10,132bd,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined
Spyware,10,132bd,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,10,132bd,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,10,132bd,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,10,132bd,NEW@<module>@json_test.py_slice.py,Benign,Benign
Spyware,10,132bd,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined
Spyware,11,e9d43,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,11,e9d43,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,11,e9d43,NEW@<body>@Communication.py_slice.py,Undetermined,Undetermined
Spyware,12,c1f3c,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,12,c1f3c,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,12,c1f3c,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,12,c1f3c,NEW@<body>@Communication.py_slice.py,Undetermined,Undetermined
Spyware,13,ba54c,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,<body>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,13,ba54c,NEW@<body>@Communication.py_slice.py,Undetermined,Undetermined
Spyware,14,63413,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,14,63413,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,14,63413,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,14,63413,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,14,63413,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,14,63413,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,14,63413,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,14,63413,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,14,63413,NEW@<module>@Communication.py_slice.py,Undetermined,Undetermined
Spyware,15,4ff70,NEW@<body>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined
Spyware,15,4ff70,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,15,4ff70,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,15,4ff70,NEW@<body>@Communication.py_slice.py,Undetermined,Undetermined
Spyware,16,1d8cd,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,16,1d8cd,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,16,1d8cd,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,16,1d8cd,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,16,1d8cd,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,16,1d8cd,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,16,1d8cd,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,16,1d8cd,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,16,1d8cd,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,16,1d8cd,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,17,7c2d0,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,17,7c2d0,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,17,7c2d0,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,17,7c2d0,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,17,7c2d0,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,17,7c2d0,NEW@<body>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,17,7c2d0,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,17,7c2d0,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,17,7c2d0,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,17,7c2d0,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,18,34e7a,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,18,34e7a,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,NEW@<body>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,18,34e7a,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,18,34e7a,NEW@<module>@Malware.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,19,ce1f8,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,19,ce1f8,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,19,ce1f8,<body>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,20,46db8,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,20,46db8,<body>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,21,30e5c,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,executeShellCommand@Util.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<body>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,21,30e5c,<body>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,22,3700c,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,22,3700c,<body>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Spyware,22,3700c,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Spyware,22,3700c,<body>@WindowTracker.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
