repo_name,commit_num,commit,code_slice,classification,llm_classify_v2
funny-virus,5,e4e14,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,6,e2566,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,6,e2566,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,6,e2566,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,7,97ad1,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,7,97ad1,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,7,97ad1,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,7,97ad1,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,8,0a71a,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,8,0a71a,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,8,0a71a,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,8,0a71a,1.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,8,0a71a,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,8,0a71a,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,9,d48fd,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,9,d48fd,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,9,d48fd,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,9,d48fd,riny_riny_listner.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,9,d48fd,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,9,d48fd,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,9,d48fd,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,9,d48fd,papa_client.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,10,90791,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,10,90791,papa_server.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,10,90791,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,10,90791,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,10,90791,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,10,90791,papa_server.py_send_command_to_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,10,90791,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,10,90791,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,10,90791,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,10,90791,papa_client.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,11,d8dd7,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,11,d8dd7,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_server.py_send_command_to_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,11,d8dd7,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,11,d8dd7,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,11,d8dd7,papa_client.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,12,909c5,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,12,909c5,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_server.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,12,909c5,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,12,909c5,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,12,909c5,papa_client.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,13,578e1,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,13,578e1,riny_riny_listner.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,13,578e1,papa_server.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,13,578e1,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,13,578e1,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,13,578e1,papa_client.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,14,e69ef,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,14,e69ef,papa_payload.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_server.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,14,e69ef,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,14,e69ef,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,14,e69ef,papa_payload.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_execute_powershell_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,14,e69ef,papa_payload.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,15,11668,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,15,11668,papa_payload.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_server.py_send_command_to_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,15,11668,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,15,11668,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,15,11668,papa_papa_server.py_start_listener_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,15,11668,papa_payload.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_socket.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_execute_powershell_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_payload.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,15,11668,papa_socket.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_papa_server.py_handle_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,papa_payload.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_server.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,Birthday_Message_Bomb_superstar.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,papa_client.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,16,ad64d,papa_payload.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,16,ad64d,papa_payload.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_socket.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_client.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_execute_powershell_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_payload.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,16,ad64d,papa_socket.py_send_command_to_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,papa_client.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,papa_payload.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_server.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,Birthday_Message_Bomb_superstar.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,papa_client.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,17,5776f,papa_payload.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,17,5776f,papa_payload.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_socket.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_client.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_execute_powershell_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_payload.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,17,5776f,papa_socket.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_papa_server.py_handle_client_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_server.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,papa_payload.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,riny_riny_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_server.py_send_command_to_client_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,Birthday_Message_Bomb_superstar.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,papa_client.py_upload_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_kill_process_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_ping_target_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_papa_socket.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,usb_history.py__module__slice.py,Benign Artifact,Benign Artifact
funny-virus,18,3e3b2,papa_payload.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,18,3e3b2,papa_payload.py_delete_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_execute_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_socket.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_execute_powershell_command_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_client.py_download_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_execute_powershell_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_payload.py_rename_file_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,18,3e3b2,papa_socket.py_send_command_to_client_slice.py,Core Attack Chain,Core Attack Chain
HackerDoomsday,2,4533e,main.py_customize_and_set_window_color_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,2,4533e,main.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,2,4533e,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,2,4533e,main.py_change_shell_slice.py,Core Attack Chain,Core Attack Chain
HackerDoomsday,2,4533e,main.py_set_file_attributes_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_starttunnel_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_starthell_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startinvert_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startpanscreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startrottun_slice.py,Undetermined Call Chain,Undetermined Call Chain
HackerDoomsday,3,90d6a,start_gdi.py_startsmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_starterrors_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startrastagHori_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startswipescreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_startvoid_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,3,90d6a,start_gdi.py_startdrawimages_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,gui.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,3,90d6a,start_gdi.py_startsines_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,3,90d6a,start_gdi.py_starticonscursor_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_starttunnel_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_starthell_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startinvert_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startpanscreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startrottun_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startsmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_starterrors_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startrastagHori_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startswipescreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_startvoid_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,4,4dce8,start_gdi.py_startdrawimages_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,gui.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,4,4dce8,start_gdi.py_startsines_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,4,4dce8,start_gdi.py_starticonscursor_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_starttunnel_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_starthell_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startinvert_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startpanscreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startrottun_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startsmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_starterrors_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startrastagHori_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_startswipescreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,gui.py__lambda_12_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,5,96855,start_gdi.py_startvoid_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,5,96855,start_gdi.py_startdrawimages_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,gui.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,5,96855,start_gdi.py_startsines_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,start_gdi.py_starticonscursor_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,5,96855,gui.py_instability_effect_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,5,96855,gui.py__lambda_11_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,start_gdi.py_starttunnel_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_starthell_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startinvert_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startpanscreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startrottun_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startsmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_starterrors_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startrastagHori_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_startswipescreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,gui.py__lambda_12_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,start_gdi.py_startvoid_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,gui.py_handle_alt_f4_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,main.py_start_chaos_in_thread_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,start_gdi.py_startdrawimages_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,gui.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,6,74617,start_gdi.py_startsines_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,start_gdi.py_starticonscursor_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,6,74617,gui.py__lambda_11_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,start_gdi.py_starttunnel_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_starthell_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startinvert_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startpanscreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startrottun_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startsmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_starterrors_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startrastagHori_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startmelt_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_startswipescreen_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,gui.py__lambda_12_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,start_gdi.py_startvoid_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,gui.py_handle_alt_f4_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,main.py_start_chaos_in_thread_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,start_gdi.py_startdrawimages_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,gui.py_show_page_3_slice.py,Full Attack Chain,Full Attack Chain
HackerDoomsday,7,55bbf,start_gdi.py_startsines_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,start_gdi.py_starticonscursor_slice.py,Benign Artifact,Benign Artifact
HackerDoomsday,7,55bbf,gui.py__lambda_11_slice.py,Full Attack Chain,Full Attack Chain
