repo_name,commit_num,commit,prev_true_snapshot_label,true_snapshot_label,prev_pred_snapshot_label,pred_snapshot_label,true_snapshot_transition,pred_snapshot_transition,true_snapshot_malicious,pred_snapshot_malicious,new_slice_count,new_true_malicious_count,new_pred_malicious_count,candidate_true_same_malicious,candidate_pred_same_malicious,new_slice_details
KeySpy,6,eaef5,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,3,3,3,1,1,NEW@<body>@core_persistence.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,7,9c9d6,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,8,42040,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,6,6,6,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,9,f1f6c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,6,6,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_install_dependencies.py_slice.py|T:Benign|P:Benign
KeySpy,10,d0e6c,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,8,6,6,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_install_dependencies.py_slice.py|T:Benign|P:Benign || NEW@<module>@scripts_setup_env.py_slice.py|T:Benign|P:Benign
KeySpy,11,8a2cb,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,7,7,7,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,12,26d79,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@core_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@_process_keystroke@core_logger.py_slice.py|T:Undetermined|P:Undetermined
KeySpy,13,216b7,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,11,9,9,1,1,NEW@<body>@core_data_handler.py_slice.py|T:Benign|P:Benign || NEW@<body>@core_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_monitor_keylogger.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,14,933b5,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@core_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_monitor_keylogger.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,15,04fa2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_data_handler.py_slice.py|T:Benign|P:Benign || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,16,1dc1b,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,11,10,10,1,1,NEW@<body>@core_alert_manager.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_alert_manager.py_slice.py|T:Benign|P:Benign || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,17,71084,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,11,10,10,1,1,NEW@<body>@core_persistence.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_persistence.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,18,c1a12,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,9,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,19,d4716,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_config_loader.py_slice.py|T:Benign|P:Benign || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,20,4eacf,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,11,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@utils_encryption.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@utils_encryption.py_slice.py|T:Benign|P:Benign
KeySpy,21,119a1,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@utils_file_handler.py_slice.py|T:Benign|P:Benign || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,22,46bc5,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@parse_json@utils_formatter.py_slice.py|T:Benign|P:Benign
KeySpy,23,2e4a4,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@setup_logger@utils_logger.py_slice.py|T:Benign|P:Benign
KeySpy,24,f69a3,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,10,9,9,1,1,NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@utils_network.py_slice.py|T:Benign|P:Benign || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
KeySpy,25,b65de,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,15,11,11,1,1,NEW@<body>@core_data_handler.py_slice.py|T:Benign|P:Benign || NEW@<body>@core_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@core_persistence.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<body>@tests_test_logger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_linux_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_mac_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@platform_windows_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_install_dependencies.py_slice.py|T:Benign|P:Benign || NEW@<module>@scripts_monitor_keylogger.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@scripts_run_keylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@scripts_test_logging.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@setup.py_slice.py|T:Benign|P:Benign
Keylogger,1,9cf98,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@pylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Keylogger,2,3c8e6,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@pylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Keylogger,3,12abc,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
MakeMalware_EthicalHacking,1,a587c,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@demo2_getReportByEmail.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,2,ce388,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@demo3_stealWLAN.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,3,2cfa9,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,0,0,1,1,NEW@<module>@demo4_downloadFilesOnTarget.py_slice.py|T:Benign|P:Benign
MakeMalware_EthicalHacking,4,06deb,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@demo5_downloadAndRunFilesOnTarget.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,5,f2561,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@demo6_DownloadExecuteReport.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,6,40c64,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@demo6_DownloadExecuteReport.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@demo7_DownloadExecuteReportDelete.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
MakeMalware_EthicalHacking,7,b044a,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<body>@Project_Keylogger_keylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@Project_Keylogger_callKeylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@demo7_DownloadExecuteReportDelete.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,8,e2fd5,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Project_Keylogger_keylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@Project_Backdoor_executeCommandUsingConnection.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@Project_Keylogger_callKeylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@demo6_DownloadExecuteReport.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@demo7_DownloadExecuteReportDelete.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,9,31751,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Project_Backdoor_connect.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
MakeMalware_EthicalHacking,10,6b7e3,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Project_Backdoor_chat.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
MakeMalware_EthicalHacking,11,fa6ae,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Project_Keylogger_keylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@Project_Backdoor_talk.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@Project_Keylogger_callKeylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@demo6_DownloadExecuteReport.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@demo7_DownloadExecuteReportDelete.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
MakeMalware_EthicalHacking,12,f0f7d,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,5,5,1,1,NEW@<body>@Project_Backdoor_backdoor.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<body>@Project_Keylogger_keylogger.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@Project_Keylogger_callKeylogger.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@demo6_DownloadExecuteReport.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@demo7_DownloadExecuteReportDelete.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
