repo_name,commit_num,commit,code_slice,ground_truth,prediction,Malware Type
keylogger,26,26727,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,26,26727,<module>@src_utils_system.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,27,8f0fd,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,27,8f0fd,<module>@src_server_secrets.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,27,8f0fd,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,27,8f0fd,<module>@src_utils_system.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,28,0ef3a,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,28,0ef3a,<module>@src_server_secrets.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,28,0ef3a,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,28,0ef3a,<module>@src_utils_system.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,29,1c0c8,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,29,1c0c8,<module>@src_server_secrets.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,29,1c0c8,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,29,1c0c8,<module>@src_utils_system.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
shameleon,0,3759a,NEW@<body>@shameleon_client_providers_base.py_slice.py,Core Attack Chain,Undetermined,None
shameleon,0,3759a,NEW@<file>@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign,None
shameleon,0,3759a,NEW@<module>@client.py_slice.py,Core Attack Chain,Undetermined,None
shameleon,1,2e87b,<file>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
shameleon,1,2e87b,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Client/Reverse)
shameleon,1,2e87b,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain,Type I
shameleon,1,2e87b,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Client/Reverse)
shameleon,2,0a26f,<file>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
shameleon,2,0a26f,NEW@<body>@shameleon_client_providers_loki.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Client/Reverse)
shameleon,2,0a26f,NEW@<module>@builder.py_slice.py,Full Attack Chain,Full Attack Chain,Type I
shameleon,2,0a26f,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
simple-virus-python,1,43792,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain,Type F
simple-virus-python,2,09236,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain,Type F
Spyware,0,2ee4e,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined,None
Spyware,0,2ee4e,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,1,84840,<module>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,1,84840,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,1,84840,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,1,84840,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,2,7952d,<module>@Screenshot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,2,7952d,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,2,7952d,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,2,7952d,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,3,53c4a,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,3,53c4a,<module>@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,3,53c4a,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined,None
Spyware,3,53c4a,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,4,289d2,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,4,289d2,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined,None
Spyware,4,289d2,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,4,289d2,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,5,d5db4,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,5,d5db4,NEW@<module>@Screenshot.py_slice.py,Undetermined,Undetermined,None
Spyware,5,d5db4,NEW@<module>@WindowTracker.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,5,d5db4,NEW@<module>@command_test.py_slice.py,Benign,Benign,None
Spyware,5,d5db4,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,6,21e7f,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,6,21e7f,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,7,47253,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,7,47253,NEW@<module>@FileHandler.py_slice.py,Undetermined,Undetermined,None
Spyware,7,47253,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,8,3bac0,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,8,3bac0,<module>@command_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,8,3bac0,NEW@<module>@FileHandler.py_slice.py,Undetermined,Undetermined,None
Spyware,9,401eb,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,9,401eb,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined,None
Spyware,10,132bd,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,10,132bd,NEW@<module>@json_test.py_slice.py,Benign,Benign,None
Spyware,10,132bd,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined,None
Spyware,11,e9d43,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,11,e9d43,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,11,e9d43,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,11,e9d43,NEW@executeShellCommand@Util.py_slice.py,Undetermined,Undetermined,None
Spyware,12,c1f3c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,12,c1f3c,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,12,c1f3c,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,13,ba54c,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,13,ba54c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,13,ba54c,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,14,63413,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,14,63413,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,14,63413,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,15,4ff70,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,15,4ff70,NEW@<module>@Communication.py_slice.py,Core Attack Chain,Undetermined,None
Spyware,15,4ff70,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,15,4ff70,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,16,1d8cd,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,16,1d8cd,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,16,1d8cd,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,16,1d8cd,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,17,7c2d0,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,17,7c2d0,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,17,7c2d0,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,17,7c2d0,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,18,34e7a,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,18,34e7a,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,18,34e7a,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,18,34e7a,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,19,ce1f8,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,19,ce1f8,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,19,ce1f8,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,19,ce1f8,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,20,46db8,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,20,46db8,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,20,46db8,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,20,46db8,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,21,30e5c,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,21,30e5c,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,21,30e5c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,21,30e5c,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,22,3700c,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,22,3700c,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,22,3700c,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,22,3700c,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,23,5f55f,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,23,5f55f,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,23,5f55f,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,23,5f55f,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,24,93974,<module>@Communication.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,24,93974,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,24,93974,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,24,93974,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,25,3b7d3,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,25,3b7d3,NEW@<module>@Communication.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,25,3b7d3,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,25,3b7d3,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,26,e91fb,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,26,e91fb,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,26,e91fb,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,26,e91fb,NEW@<module>@Communication.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,27,2498b,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,27,2498b,NEW@<module>@Communication.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,27,2498b,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Spyware,27,2498b,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Core Attack Chain,slice extract unfully
Spyware,28,9edb2,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,28,9edb2,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,28,9edb2,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,28,9edb2,NEW@<module>@Communication.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,29,8e66b,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,29,8e66b,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type A
Spyware,29,8e66b,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,30,318c9,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,30,318c9,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,30,318c9,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,31,e87c6,<module>@Configuration.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,31,e87c6,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,31,e87c6,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,32,e5c24,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,32,e5c24,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,32,e5c24,NEW@<module>@Configuration.py_slice.py,Core Attack Chain,Core Attack Chain,Type A
Spyware,33,99ba2,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,33,99ba2,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,34,5d92e,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,34,5d92e,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,35,a240a,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,35,a240a,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,36,3075f,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,36,3075f,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,37,bfadb,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,37,bfadb,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,38,d1598,<module>@json_test.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,38,d1598,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,39,d6c88,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
Spyware,40,dcccc,NEW@<body>@gui_Controller.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Client/Reverse)
Spyware,40,dcccc,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,41,10f46,<body>@gui_Controller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,41,10f46,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,42,1e7ec,<body>@gui_Controller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,42,1e7ec,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,43,a444e,NEW@<body>@gui_Controller.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,43,a444e,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,44,9650a,<body>@gui_Controller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,44,9650a,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,45,0b18d,<body>@gui_Controller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,45,0b18d,<module>@Malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,45,0b18d,NEW@<module>@gui_FileExplorer.py_slice.py,Benign,Benign,None
Spyware,46,5c8bd,<body>@gui_Controller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Spyware,46,5c8bd,NEW@<module>@Malware.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Spyware,46,5c8bd,NEW@<module>@gui_FileExplorer.py_slice.py,Benign,Benign,None
