repo_name,slice_id,chain_type,start_state,timeline_len,has_bu,has_c,has_f,first_core_commit_num,first_full_commit_num,has_full_commit0,state_path,timeline
KeySpy,<body>@tests_test_alert_manager.py_slice.py,all_benign_or_undetermined,Benign,10,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,16(1dc1b):Benign -> 17(71084):Benign -> 18(c1a12):Benign -> 19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<body>@tests_test_config_loader.py_slice.py,all_benign_or_undetermined,Benign,7,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<body>@tests_test_data_handler.py_slice.py,all_benign_or_undetermined,Benign,11,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,15(04fa2):Benign -> 16(1dc1b):Benign -> 17(71084):Benign -> 18(c1a12):Benign -> 19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<body>@tests_test_logger.py_slice.py,all_core,Core Attack Chain,12,0,1,0,14,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<body>@tests_test_persistence.py_slice.py,all_benign_or_undetermined,Undetermined,9,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,17(71084):Undetermined -> 18(c1a12):Undetermined -> 19(d4716):Undetermined -> 20(4eacf):Undetermined -> 21(119a1):Undetermined -> 22(46bc5):Undetermined -> 23(2e4a4):Undetermined -> 24(f69a3):Undetermined -> 25(b65de):Undetermined
KeySpy,<body>@utils_encryption.py_slice.py,all_benign_or_undetermined,Undetermined,6,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,20(4eacf):Undetermined -> 21(119a1):Undetermined -> 22(46bc5):Undetermined -> 23(2e4a4):Undetermined -> 24(f69a3):Undetermined -> 25(b65de):Undetermined
KeySpy,<body>@utils_file_handler.py_slice.py,all_benign_or_undetermined,Benign,5,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign,21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<body>@utils_network.py_slice.py,all_benign_or_undetermined,Benign,2,1,0,0,,,0,Benign -> Benign,24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<module>@config_secret_key_generator.py_slice.py,all_benign_or_undetermined,Benign,25,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,1(c5bb0):Benign -> 2(ecb6a):Benign -> 3(2075a):Benign -> 4(8e87b):Benign -> 5(1d0a5):Benign -> 6(eaef5):Benign -> 7(9c9d6):Benign -> 8(42040):Benign -> 9(f1f6c):Benign -> 10(d0e6c):Benign -> 11(8a2cb):Benign -> 12(26d79):Benign -> 13(216b7):Benign -> 14(933b5):Benign -> 15(04fa2):Benign -> 16(1dc1b):Benign -> 17(71084):Benign -> 18(c1a12):Benign -> 19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<module>@platform_linux_keylogger.py_slice.py,all_core,Core Attack Chain,20,0,1,0,6,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,6(eaef5):Core Attack Chain -> 7(9c9d6):Core Attack Chain -> 8(42040):Core Attack Chain -> 9(f1f6c):Core Attack Chain -> 10(d0e6c):Core Attack Chain -> 11(8a2cb):Core Attack Chain -> 12(26d79):Core Attack Chain -> 13(216b7):Core Attack Chain -> 14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<module>@platform_mac_keylogger.py_slice.py,all_core,Core Attack Chain,19,0,1,0,7,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,7(9c9d6):Core Attack Chain -> 8(42040):Core Attack Chain -> 9(f1f6c):Core Attack Chain -> 10(d0e6c):Core Attack Chain -> 11(8a2cb):Core Attack Chain -> 12(26d79):Core Attack Chain -> 13(216b7):Core Attack Chain -> 14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<module>@platform_windows_keylogger.py_slice.py,all_core,Core Attack Chain,18,0,1,0,8,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,8(42040):Core Attack Chain -> 9(f1f6c):Core Attack Chain -> 10(d0e6c):Core Attack Chain -> 11(8a2cb):Core Attack Chain -> 12(26d79):Core Attack Chain -> 13(216b7):Core Attack Chain -> 14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<module>@scripts_install_dependencies.py_slice.py,all_benign_or_undetermined,Benign,17,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,9(f1f6c):Benign -> 10(d0e6c):Benign -> 11(8a2cb):Benign -> 12(26d79):Benign -> 13(216b7):Benign -> 14(933b5):Benign -> 15(04fa2):Benign -> 16(1dc1b):Benign -> 17(71084):Benign -> 18(c1a12):Benign -> 19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<module>@scripts_monitor_keylogger.py_slice.py,all_benign_or_undetermined,Undetermined,13,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,13(216b7):Undetermined -> 14(933b5):Undetermined -> 15(04fa2):Undetermined -> 16(1dc1b):Undetermined -> 17(71084):Undetermined -> 18(c1a12):Undetermined -> 19(d4716):Undetermined -> 20(4eacf):Undetermined -> 21(119a1):Undetermined -> 22(46bc5):Undetermined -> 23(2e4a4):Undetermined -> 24(f69a3):Undetermined -> 25(b65de):Undetermined
KeySpy,<module>@scripts_run_keylogger.py_slice.py,all_core,Core Attack Chain,15,0,1,0,11,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(8a2cb):Core Attack Chain -> 12(26d79):Core Attack Chain -> 13(216b7):Core Attack Chain -> 14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<module>@scripts_setup_env.py_slice.py,all_benign_or_undetermined,Benign,16,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,10(d0e6c):Benign -> 11(8a2cb):Benign -> 12(26d79):Benign -> 13(216b7):Benign -> 14(933b5):Benign -> 15(04fa2):Benign -> 16(1dc1b):Benign -> 17(71084):Benign -> 18(c1a12):Benign -> 19(d4716):Benign -> 20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,<module>@scripts_test_logging.py_slice.py,all_core,Core Attack Chain,14,0,1,0,12,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,12(26d79):Core Attack Chain -> 13(216b7):Core Attack Chain -> 14(933b5):Core Attack Chain -> 15(04fa2):Core Attack Chain -> 16(1dc1b):Core Attack Chain -> 17(71084):Core Attack Chain -> 18(c1a12):Core Attack Chain -> 19(d4716):Core Attack Chain -> 20(4eacf):Core Attack Chain -> 21(119a1):Core Attack Chain -> 22(46bc5):Core Attack Chain -> 23(2e4a4):Core Attack Chain -> 24(f69a3):Core Attack Chain -> 25(b65de):Core Attack Chain
KeySpy,<module>@setup.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,25(b65de):Benign
KeySpy,<module>@utils_encryption.py_slice.py,all_benign_or_undetermined,Benign,6,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign,20(4eacf):Benign -> 21(119a1):Benign -> 22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,_process_keystroke@core_logger.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,12(26d79):Undetermined
KeySpy,load_config@config_loader.py_slice.py,all_benign_or_undetermined,Benign,2,1,0,0,,,0,Benign -> Benign,0(ceb99):Benign -> 1(c5bb0):Benign
KeySpy,parse_json@utils_formatter.py_slice.py,all_benign_or_undetermined,Benign,4,1,0,0,,,0,Benign -> Benign -> Benign -> Benign,22(46bc5):Benign -> 23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
KeySpy,setup_logger@utils_logger.py_slice.py,all_benign_or_undetermined,Benign,3,1,0,0,,,0,Benign -> Benign -> Benign,23(2e4a4):Benign -> 24(f69a3):Benign -> 25(b65de):Benign
Keylogger,<module>@pylogger.py_slice.py,all_full,Full Attack Chain,4,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(cb21f):Full Attack Chain -> 1(9cf98):Full Attack Chain -> 2(3c8e6):Full Attack Chain -> 3(12abc):Full Attack Chain
MakeMalware_EthicalHacking,<body>@Project_Backdoor_backdoor.py_slice.py,all_core,Core Attack Chain,6,0,1,0,12,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<body>@Project_Backdoor_listen.py_slice.py,all_benign_or_undetermined,Undetermined,5,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,13(e3fe9):Undetermined -> 14(4bc0e):Undetermined -> 15(7ad1b):Undetermined -> 16(c418d):Undetermined -> 17(74015):Undetermined
MakeMalware_EthicalHacking,<body>@Project_Keylogger_keylogger.py_slice.py,all_full,Full Attack Chain,11,0,0,1,,7,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_chat.py_slice.py,all_core,Core Attack Chain,8,0,1,0,10,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,10(6b7e3):Core Attack Chain -> 11(fa6ae):Core Attack Chain -> 12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_connect.py_slice.py,all_benign_or_undetermined,Undetermined,9,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,9(31751):Undetermined -> 10(6b7e3):Undetermined -> 11(fa6ae):Undetermined -> 12(f0f7d):Undetermined -> 13(e3fe9):Undetermined -> 14(4bc0e):Undetermined -> 15(7ad1b):Undetermined -> 16(c418d):Undetermined -> 17(74015):Undetermined
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandServer.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,13,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandServerInteractive.py_slice.py,all_core,Core Attack Chain,5,0,1,0,13,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandServerInteractiveUpload.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,13,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandServerJson.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,13,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandTarget.py_slice.py,all_full,Full Attack Chain,4,0,0,1,,14,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandTargetInteractive.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,15,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandTargetInteractiveUpload.py_slice.py,all_full,Full Attack Chain,2,0,0,1,,16,0,Full Attack Chain -> Full Attack Chain,16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandTargetJson.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,17,0,Full Attack Chain,17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_executeCommandUsingConnection.py_slice.py,all_full,Full Attack Chain,10,0,0,1,,8,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Backdoor_listen.py_slice.py,all_benign_or_undetermined,Undetermined,5,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,13(e3fe9):Undetermined -> 14(4bc0e):Undetermined -> 15(7ad1b):Undetermined -> 16(c418d):Undetermined -> 17(74015):Undetermined
MakeMalware_EthicalHacking,<module>@Project_Backdoor_talk.py_slice.py,all_core,Core Attack Chain,7,0,1,0,11,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(fa6ae):Core Attack Chain -> 12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<module>@Project_Keylogger_callKeylogger.py_slice.py,all_core,Core Attack Chain,11,0,1,0,7,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,7(b044a):Core Attack Chain -> 8(e2fd5):Core Attack Chain -> 9(31751):Core Attack Chain -> 10(6b7e3):Core Attack Chain -> 11(fa6ae):Core Attack Chain -> 12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<module>@demo1_executeCommands.py_slice.py,all_full,Full Attack Chain,18,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(3db3c):Full Attack Chain -> 1(a587c):Full Attack Chain -> 2(ce388):Full Attack Chain -> 3(2cfa9):Full Attack Chain -> 4(06deb):Full Attack Chain -> 5(f2561):Full Attack Chain -> 6(40c64):Full Attack Chain -> 7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@demo2_getReportByEmail.py_slice.py,all_full,Full Attack Chain,18,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(3db3c):Full Attack Chain -> 1(a587c):Full Attack Chain -> 2(ce388):Full Attack Chain -> 3(2cfa9):Full Attack Chain -> 4(06deb):Full Attack Chain -> 5(f2561):Full Attack Chain -> 6(40c64):Full Attack Chain -> 7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@demo3_stealWLAN.py_slice.py,all_full,Full Attack Chain,16,0,0,1,,2,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,2(ce388):Full Attack Chain -> 3(2cfa9):Full Attack Chain -> 4(06deb):Full Attack Chain -> 5(f2561):Full Attack Chain -> 6(40c64):Full Attack Chain -> 7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@demo4_downloadFilesOnTarget.py_slice.py,all_benign_or_undetermined,Benign,15,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,3(2cfa9):Benign -> 4(06deb):Benign -> 5(f2561):Benign -> 6(40c64):Benign -> 7(b044a):Benign -> 8(e2fd5):Benign -> 9(31751):Benign -> 10(6b7e3):Benign -> 11(fa6ae):Benign -> 12(f0f7d):Benign -> 13(e3fe9):Benign -> 14(4bc0e):Benign -> 15(7ad1b):Benign -> 16(c418d):Benign -> 17(74015):Benign
MakeMalware_EthicalHacking,<module>@demo5_downloadAndRunFilesOnTarget.py_slice.py,all_core,Core Attack Chain,14,0,1,0,4,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(06deb):Core Attack Chain -> 5(f2561):Core Attack Chain -> 6(40c64):Core Attack Chain -> 7(b044a):Core Attack Chain -> 8(e2fd5):Core Attack Chain -> 9(31751):Core Attack Chain -> 10(6b7e3):Core Attack Chain -> 11(fa6ae):Core Attack Chain -> 12(f0f7d):Core Attack Chain -> 13(e3fe9):Core Attack Chain -> 14(4bc0e):Core Attack Chain -> 15(7ad1b):Core Attack Chain -> 16(c418d):Core Attack Chain -> 17(74015):Core Attack Chain
MakeMalware_EthicalHacking,<module>@demo6_DownloadExecuteReport.py_slice.py,core_to_full_no_bu,Core Attack Chain,13,0,1,1,5,6,0,Core Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(f2561):Core Attack Chain -> 6(40c64):Full Attack Chain -> 7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
MakeMalware_EthicalHacking,<module>@demo7_DownloadExecuteReportDelete.py_slice.py,all_full,Full Attack Chain,12,0,0,1,,6,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,6(40c64):Full Attack Chain -> 7(b044a):Full Attack Chain -> 8(e2fd5):Full Attack Chain -> 9(31751):Full Attack Chain -> 10(6b7e3):Full Attack Chain -> 11(fa6ae):Full Attack Chain -> 12(f0f7d):Full Attack Chain -> 13(e3fe9):Full Attack Chain -> 14(4bc0e):Full Attack Chain -> 15(7ad1b):Full Attack Chain -> 16(c418d):Full Attack Chain -> 17(74015):Full Attack Chain
